id,parsed_jt,certification,llm_evaluation,llm_explanation,certification_names,jt-certification match,cluster,cluster_label,seniority
37942,Service Technician,EPA Refrigeration Certification (Type I  II  III),MATCH,This certification is essential for service technicians working with refrigeration or HVAC systems.,EPA Refrigeration Certification (Type I  II  III),,0,Skilled Trades & Technicians,Non-managerial
37942,Service Technician,Refrigeration certification,MATCH,"Many service technicians work on HVAC/R systems, making refrigeration certification highly relevant.",Refrigeration certification,,0,Skilled Trades & Technicians,Non-managerial
37943,Service Technician,NFPA 70E certification,MATCH,NFPA 70E is essential for service technicians working with electrical systems to ensure safety and compliance.,NFPA 70E certification,,0,Skilled Trades & Technicians,Non-managerial
37944,Service Technician,OSHA certification,MATCH,OSHA certification is highly relevant for service technicians working in environments with potential safety hazards.,OSHA certification,,0,Skilled Trades & Technicians,Non-managerial
37944,Service Technician,EPA certification,MATCH,"Many service technician roles, especially HVAC/refrigeration, require EPA certification for handling refrigerants.",EPA certification,,0,Skilled Trades & Technicians,Non-managerial
37946,Service Technician 1,Certification in maintenance,MATCH,A certification in maintenance is directly relevant to the duties of a Service Technician.,Certification in maintenance,,0,Skilled Trades & Technicians,Non-managerial
37947,Service Technician HVAC Journeyman,Refrigeration certification,MATCH,"Refrigeration is a core component of HVAC systems, making this certification highly relevant for the job.",Refrigeration certification,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
37950,Service Technician Sign & Lighting,OSHA 10 certification,MATCH,OSHA 10 covers basic safety relevant to technicians working with electrical and potentially hazardous equipment.,OSHA 10 certification,,0,Skilled Trades & Technicians,Non-managerial
37990,Services Security Officer,First Aid certification,MATCH,Security officers often require first aid training to respond to medical emergencies on duty.,First Aid certification,POSSIBLE MATCH,8,Community & Recreation Services,Managerial
38004,Sexual and Reproductive Medical Assistant Community Health Worker,CPR certification,MATCH,CPR is commonly required for medical assistants and community health workers involved in direct patient/community contact.,CPR certification,NO MATCH,3,Allied Health & Biomedical,Non-managerial
38007,Shared Living Provider,CPR certification,MATCH,"Shared Living Providers often provide direct care, making CPR certification relevant for medical emergencies.",CPR certification,,8,Community & Recreation Services,Non-managerial
38008,Shared Living Provider,First Aid certification,MATCH,First Aid is often required for caregiving roles like Shared Living Provider to handle emergencies.,First Aid certification,NO MATCH,8,Community & Recreation Services,Non-managerial
38009,Shared Living Provider,First Aid certification,MATCH,Shared Living Providers care for individuals; first aid skills are essential for responding to medical emergencies.,First Aid certification,,8,Community & Recreation Services,Non-managerial
38011,Sheet Metal Apprentice,OSHA certification,MATCH,"OSHA certification is highly relevant for safety in trades like sheet metal work, especially for apprentices.",OSHA certification,,0,Skilled Trades & Technicians,Non-managerial
38012,Sheet Metal Installer,OSHA 10 certification,MATCH,OSHA 10 is relevant safety training for construction and trade roles like Sheet Metal Installer.,OSHA 10 certification,MATCH,0,Skilled Trades & Technicians,Non-managerial
38013,Sheet Metal Mechanic,OSHA 10 certification,MATCH,"OSHA 10 is relevant safety training for trades like sheet metal work, covering basic workplace hazards.",OSHA 10 certification,,0,Skilled Trades & Technicians,Managerial
38014,Sheet Metal Mechanic,OSHA 10 certification,MATCH,"OSHA 10 is relevant safety training for trades like sheet metal work, covering basic workplace hazards.",OSHA 10 certification,MATCH,0,Skilled Trades & Technicians,Managerial
38017,Shelter and Housing Site Manager,First Aid certification,MATCH,"First Aid is often required for roles managing sites with residents, ensuring immediate response to health emergencies.",First Aid certification,NO MATCH,4,Construction and Facilities,Managerial
38027,Shipper,HAZMAT certification,MATCH,"HAZMAT certification is relevant for shippers handling hazardous materials, a common duty in shipping roles.",HAZMAT certification,POSSIBLE MATCH,8,Community & Recreation Services,Non-managerial
38032,Shipper Receiver,HAZMAT certification,MATCH,"Shippers/Receivers often handle hazardous materials, requiring HAZMAT certification for safe transport and handling.",HAZMAT certification,,8,Community & Recreation Services,Non-managerial
38041,Shipping Coordinator,HAZMAT certification,MATCH,Relevant for coordinating shipments involving hazardous materials.,HAZMAT certification,,8,Community & Recreation Services,Managerial
38046,Shipping Receiving Clerk,OSHA certification,MATCH,OSHA certification is highly relevant for roles involving warehouse operations and material handling due to safety standards.,OSHA certification,MATCH,8,Community & Recreation Services,Non-managerial
38049,Shipping Specialist,HAZMAT certification,MATCH,"Shipping specialists often handle hazardous materials, requiring HAZMAT certification for safe transport.",HAZMAT certification,POSSIBLE MATCH,8,Community & Recreation Services,Non-managerial
38050,Shipping Supervisor,HAZMAT certification,MATCH,"Shipping supervisors often oversee handling of hazardous materials, making HAZMAT certification relevant.",HAZMAT certification,POSSIBLE MATCH,4,Construction and Facilities,Managerial
38051,Shipping Supervisor Manufacturing,HAZMAT certification,MATCH,"Shipping supervisors in manufacturing often handle hazardous materials, making HAZMAT certification relevant for safety and compliance.",HAZMAT certification,POSSIBLE MATCH,4,Construction and Facilities,Managerial
38054,Shipping and Receiving Clerk,HAZMAT certification,MATCH,"Shipping and receiving roles often handle hazardous materials, making HAZMAT certification relevant or required.",HAZMAT certification,POSSIBLE MATCH,8,Community & Recreation Services,Non-managerial
38061,Shop Manager,OSHA certification,MATCH,"Shop managers are often responsible for workplace safety, making OSHA certification highly relevant.",OSHA certification,MATCH,8,Community & Recreation Services,Managerial
38063,Shop Technician,OSHA certification,MATCH,"OSHA certification is highly relevant for safety in a shop environment, often required or preferred for technicians.",OSHA certification,,0,Skilled Trades & Technicians,Non-managerial
38065,Shop Welders,OSHA 10 certification,MATCH,"OSHA 10 covers basic safety principles relevant to industrial jobs like welding, often required or recommended.",OSHA 10 certification,MATCH,0,Skilled Trades & Technicians,Non-managerial
38078,Shuttle Truck Driver,OSHA 10 certification,MATCH,OSHA 10 (General Industry) is relevant safety training for truck drivers working in logistics or industrial settings.,OSHA 10 certification,NO MATCH,8,Community & Recreation Services,Non-managerial
38105,Site Coordinator,OSHA 10 certification,MATCH,"OSHA 10 is relevant for site roles, especially in construction or general industry, covering basic safety.",OSHA 10 certification,,8,Community & Recreation Services,Managerial
38111,Site Coordinator Before & After School Program,First Aid certification,MATCH,Working with children requires first aid knowledge for safety and emergencies.,First Aid certification,,2,Education Professionals,Managerial
38115,Site EHS Manager,Safety certification,MATCH,"A Site EHS Manager role involves safety responsibilities, making a safety certification directly relevant.",Safety certification,,4,Construction and Facilities,Managerial
38116,Site EHS Manager,Safety certification,MATCH,"Site EHS Managers are responsible for safety, and safety certifications are highly relevant to this role.",Safety certification,,4,Construction and Facilities,Managerial
38117,Site EHS Manager,Safety certification,MATCH,"A Site EHS Manager role involves safety responsibilities, making a safety certification directly relevant.",Safety certification,,4,Construction and Facilities,Managerial
38120,Site Laborer,OSHA certification,MATCH,OSHA certification is highly relevant for site laborers working in environments where safety standards are critical.,OSHA certification,,0,Skilled Trades & Technicians,Non-managerial
38122,Site Manager,First Aid certification,MATCH,"Site managers are often responsible for site safety and emergency response, making First Aid certification highly relevant.",First Aid certification,,4,Construction and Facilities,Managerial
38125,Site Medical Director Infection Control Infectious Disease Specialist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Medical roles like this require licensure by the relevant authority (AHJ) to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),,1,Healthcare Professionals,Managerial
38126,Site Nurse Manager,CPR certification,MATCH,"CPR certification is standard and often required for nursing roles, including management positions.",CPR certification,,9,Nursing & Healthcare,Managerial
38132,Site Representative Clerk of Works,OSHA certification,MATCH,"OSHA certification is highly relevant for site roles like Clerk of Works, focusing on safety compliance in construction.",OSHA certification,,4,Construction and Facilities,Non-managerial
38133,Site Safety & Health Officer,OSHA certification,MATCH,OSHA certifications are highly relevant and often required for Site Safety & Health Officer roles.,OSHA certification,,4,Construction and Facilities,Managerial
38134,Site Safety Coordinator,OSHA certification,MATCH,OSHA certification is highly relevant for a Site Safety Coordinator role focused on safety compliance.,OSHA certification,,4,Construction and Facilities,Managerial
38136,Site Safety Manager,OSHA certification,MATCH,OSHA certifications are highly relevant and often required for site safety management roles.,OSHA certification,,4,Construction and Facilities,Managerial
38137,Site Safety Manager,OSHA certification,MATCH,OSHA certification is highly relevant for a Site Safety Manager responsible for workplace safety and compliance with regulations.,OSHA certification,,4,Construction and Facilities,Managerial
38139,Site Safety Manager Rail,CPR certification,MATCH,CPR certification is highly relevant for a safety manager who may need to respond to medical emergencies on site.,CPR certification,,4,Construction and Facilities,Managerial
38140,Site Safety Manager Rail,CPR certification,MATCH,CPR certification is highly relevant for a safety manager who may need to respond to medical emergencies on site.,CPR certification,POSSIBLE MATCH,4,Construction and Facilities,Managerial
38141,Site Safety Managers,OSHA certification,MATCH,OSHA certifications are highly relevant and often required for site safety management roles.,OSHA certification,MATCH,4,Construction and Facilities,Managerial
38142,Site Safety Officer,OSHA certification,MATCH,OSHA certifications are highly relevant and often required for site safety roles.,OSHA certification,,4,Construction and Facilities,Managerial
38143,Site Safety Officer,OSHA certification,MATCH,OSHA certifications are highly relevant and often required for site safety roles.,OSHA certification,,4,Construction and Facilities,Managerial
38144,Site Safety Officer,OSHA certification,MATCH,OSHA certifications are highly relevant and often required for site safety roles.,OSHA certification,,4,Construction and Facilities,Managerial
38145,Site Safety Supervisor,OSHA certification,MATCH,OSHA certifications are highly relevant and often required for site safety supervisor roles.,OSHA certification,MATCH,4,Construction and Facilities,Managerial
38147,Site Superintendent,OSHA certification,MATCH,OSHA certification is highly relevant for Site Superintendents responsible for safety compliance on construction sites.,OSHA certification,MATCH,4,Construction and Facilities,Non-managerial
38148,Site Superintendent,OSHA certification,MATCH,OSHA certification is highly relevant for Site Superintendents responsible for safety compliance on construction sites.,OSHA certification,MATCH,4,Construction and Facilities,Non-managerial
38149,Site Superintendent,OSHA certification,MATCH,OSHA certification is highly relevant for Site Superintendents responsible for safety compliance on construction sites.,OSHA certification,MATCH,4,Construction and Facilities,Non-managerial
38150,Site Superintendent Construction,OSHA certification,MATCH,OSHA certification is highly relevant for construction site superintendents responsible for safety.,OSHA certification,MATCH,4,Construction and Facilities,Non-managerial
38152,Site Supervisor,Construction Supervisor License,MATCH,Certification is directly relevant to supervising construction sites.,Construction Supervisor License,POSSIBLE MATCH,4,Construction and Facilities,Managerial
38156,Sitter,CPR certification,MATCH,"CPR certification is highly relevant for sitters to handle potential medical emergencies, especially with children or elderly.",CPR certification,POSSIBLE MATCH,8,Community & Recreation Services,Non-managerial
38159,Skilled Asphalt Laborer,OSHA certification,MATCH,OSHA certification is highly relevant for laborers in construction and asphalt work due to safety regulations and potential hazards.,OSHA certification,,0,Skilled Trades & Technicians,Non-managerial
38162,Skilled Labor,OSHA certification,MATCH,OSHA training is highly relevant and often required for skilled labor roles in industries like construction and manufacturing.,OSHA certification,,0,Skilled Trades & Technicians,Non-managerial
38163,Skilled Labor Career Institute Instructor,OSHA certification,MATCH,Instructors in skilled trades often need OSHA knowledge to teach safety protocols relevant to the field.,OSHA certification,MATCH,8,Community & Recreation Services,Non-managerial
38164,Skilled Laborer,OSHA certification,MATCH,OSHA certification is highly relevant for skilled laborers working in environments requiring safety training.,OSHA certification,MATCH,0,Skilled Trades & Technicians,Non-managerial
38165,Skilled Laborers,OSHA certification,MATCH,"OSHA training is highly relevant for safety in skilled labor roles, often required or preferred.",OSHA certification,MATCH,0,Skilled Trades & Technicians,Non-managerial
38168,Skilled Nursing Facility Physical Therapy Assistant,CPR certification,MATCH,"CPR certification is commonly required for healthcare roles involving direct patient care, including physical therapy assistants.",CPR certification,POSSIBLE MATCH,5,Certified Nursing Assistants,Non-managerial
38174,Sleep Lab Manager,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals, including managers in clinical settings like a sleep lab.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Managerial
38175,Sleep Lab Technologist,CPR certification,MATCH,"CPR certification is standard for healthcare roles involving direct patient contact, including sleep lab technologists.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
38179,Sleep Technician,CPR certification,MATCH,CPR is relevant for healthcare roles involving patient contact in case of medical emergencies.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
38180,Sleep Technologist,CPR certification,MATCH,"CPR certification is a common requirement for healthcare professionals, including sleep technologists, who work directly with patients.",CPR certification,,3,Allied Health & Biomedical,Non-managerial
38193,Snow Groomer,First Aid certification,MATCH,"First Aid certification is highly relevant for safety in outdoor, potentially hazardous environments like snow grooming.",First Aid certification,,8,Community & Recreation Services,Non-managerial
38194,Snow Groomer,First Aid certification,MATCH,First Aid is often required for jobs involving machinery operation and potential for injury in remote areas.,First Aid certification,NO MATCH,8,Community & Recreation Services,Non-managerial
38238,Social Studies Teacher,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Teachers typically require licensure from the relevant authority (AHJ) to teach.,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38241,Social Studies Teacher Middle School,CPR certification,MATCH,CPR certification is often required or recommended for teachers for student safety.,CPR certification,NO MATCH,2,Education Professionals,Non-managerial
38250,Social Work Licensed Clinical Social Worker,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Job title explicitly requires licensure, which this certification covers.",Licensure as required by Authority Having Jurisdiction (AHJ),,7,Behavioral Health Specialists,Non-managerial
38256,Social Work Master of Social Work,Master License,MATCH,A master's level license is typically required for social workers holding an MSW degree to practice professionally.,Master License,,7,Behavioral Health Specialists,Non-managerial
38261,Social Worker,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Social workers typically require licensure from the relevant authority to practice legally.,Licensure as required by Authority Having Jurisdiction (AHJ),,7,Behavioral Health Specialists,Non-managerial
38297,Social Worker Duty Assessment,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Social work roles typically require licensure by the relevant authority having jurisdiction.,Licensure as required by Authority Having Jurisdiction (AHJ),POSSIBLE MATCH,7,Behavioral Health Specialists,Non-managerial
38302,Social Worker Fostering,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Social workers, especially in fostering roles, typically require licensure by the relevant authority.",Licensure as required by Authority Having Jurisdiction (AHJ),POSSIBLE MATCH,7,Behavioral Health Specialists,Non-managerial
38309,Social Worker Home Health,CPR certification,MATCH,"CPR is often required for home health roles, including social workers, for client safety.",CPR certification,NO MATCH,7,Behavioral Health Specialists,Non-managerial
38371,Social Worker Mental Health Clinician,Master License,MATCH,"A Master's level license (e.g., LCSW) is typically required for a Social Worker Mental Health Clinician role.",Master License,,7,Behavioral Health Specialists,Non-managerial
38372,Social Worker Mental Health Clinician Early Intervention,Master License,MATCH,Social Worker and Mental Health Clinician roles typically require a master's level professional license to practice.,Master License,,7,Behavioral Health Specialists,Non-managerial
38404,Softball Assistant Coach,CPR certification,MATCH,Coaches often require CPR certification for athlete safety during practices and games.,CPR certification,,6,Athletics/Sports Staff,Non-managerial
38405,Softball Coach,CPR certification,MATCH,Coaches often need CPR certification for player safety and emergency response during practices and games.,CPR certification,,6,Athletics/Sports Staff,Non-managerial
38489,Solar Designer Project Management Renewable Energy,NABCEP certification,MATCH,"NABCEP certifies solar professionals, directly relevant to solar design and renewable energy project roles.",NABCEP certification,,4,Construction and Facilities,Managerial
38491,Solar Electrician,OSHA certification,MATCH,OSHA certification is highly relevant for safety in electrical and construction roles like Solar Electrician.,OSHA certification,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38492,Solar Electrician,Journeyman Electrician License,MATCH,"A Journeyman Electrician License is a standard requirement for electricians, including those specializing in solar installations.",Journeyman Electrician License,,0,Skilled Trades & Technicians,Non-managerial
38492,Solar Electrician,Electrician license,MATCH,"An electrician license is typically required for any electrician role, including solar.",Electrician license,,0,Skilled Trades & Technicians,Non-managerial
38492,Solar Electrician,Journeyman license,MATCH,"A Journeyman license is a standard requirement for electricians, including those specializing in solar installations.",Journeyman license,,0,Skilled Trades & Technicians,Non-managerial
38493,Solar Electrician,Journeyman Electrician License,MATCH,"A Journeyman Electrician License is a standard requirement for electricians, including those specializing in solar installations.",Journeyman Electrician License,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38494,Solar Energy Electrician Licensed Specialist,Electrician license,MATCH,"The job title explicitly includes 'Electrician Licensed Specialist', making an electrician license directly relevant and likely required.",Electrician license,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38495,Solar Installation Electrician,Electrician license,MATCH,An electrician license is typically required for the electrical work involved in solar installations.,Electrician license,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38496,Solar Installer,Electrician certification,MATCH,"Solar installation involves electrical work, making electrician certification highly relevant.",Electrician certification,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38498,Solar Journeyman Electrician,Journeyman Electrician License,MATCH,"A Solar Journeyman Electrician is a type of Journeyman Electrician, requiring the standard license.",Journeyman Electrician License,,0,Skilled Trades & Technicians,Non-managerial
38499,Solar Laborer,OSHA certification,MATCH,"OSHA certification is highly relevant for labor roles, especially in construction or energy, ensuring workplace safety.",OSHA certification,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38500,Solar Laborer,OSHA certification,MATCH,"OSHA certification is highly relevant for labor roles, especially in construction or energy, ensuring workplace safety.",OSHA certification,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38501,Solar Maintenance Electrician,Journeyman Electrician License,MATCH,A Journeyman Electrician License is standard for electricians and applicable to solar electrical maintenance work.,Journeyman Electrician License,,0,Skilled Trades & Technicians,Non-managerial
38502,Solar O & M Technician,NFPA 70E certification,MATCH,"NFPA 70E covers electrical safety, which is essential for technicians working on solar electrical systems.",NFPA 70E certification,,0,Skilled Trades & Technicians,Non-managerial
38503,Solar PV Module Installers,Fall protection certification,MATCH,"Solar installers work at heights, making fall protection certification essential for safety and compliance.",Fall protection certification,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38504,Solar Professionals,NABCEP certification,MATCH,NABCEP certifications are standard and highly relevant for professionals working in the solar energy industry.,NABCEP certification,,8,Community & Recreation Services,Non-managerial
38515,Solar Service Electrician,Journeyman license,MATCH,"A Journeyman license is a standard requirement for electricians, including those specializing in solar service.",Journeyman license,,0,Skilled Trades & Technicians,Non-managerial
38516,Solar Service Electrician,Electrical certification,MATCH,"Electrical certifications are standard requirements for electricians, including those specializing in solar service.",Electrical certification,POSSIBLE MATCH,0,Skilled Trades & Technicians,Non-managerial
38530,Soldering Technician,OSHA 10 certification,MATCH,OSHA 10 covers basic safety relevant to industrial environments where soldering technicians often work.,OSHA 10 certification,,0,Skilled Trades & Technicians,Non-managerial
38583,Sonographer,CPR certification,MATCH,"Sonographers work in healthcare settings with patients, making CPR certification relevant and often required for emergency response.",CPR certification,,3,Allied Health & Biomedical,Non-managerial
38585,Sonographer,CPR certification,MATCH,"Sonographers work in healthcare settings with patients, making CPR certification relevant for emergency preparedness.",CPR certification,,3,Allied Health & Biomedical,Non-managerial
38587,Sonographer,CPR certification,MATCH,"Sonographers work in healthcare settings with patients, making CPR certification relevant for emergency preparedness.",CPR certification,,3,Allied Health & Biomedical,Non-managerial
38592,Sonographer Diagnostic,CPR certification,MATCH,Sonographers work in healthcare settings where CPR certification is often required for medical emergencies.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
38600,Sonographer Ultrasound Technologist,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals working directly with patients, including sonographers.",CPR certification,,3,Allied Health & Biomedical,Non-managerial
38616,Sous Chef,Safety certification,MATCH,"Safety certifications, particularly food safety, are essential and often required for kitchen roles like Sous Chef.",Safety certification,POSSIBLE MATCH,8,Community & Recreation Services,Managerial
38617,Sous Chef,Safety certification,MATCH,"Safety certifications, especially food safety, are highly relevant and often required for kitchen roles like Sous Chef.",Safety certification,,8,Community & Recreation Services,Managerial
38642,Spanish Speaking Financial Liaison,CFC certification,MATCH,"CFC provides core financial knowledge, highly relevant for a Financial Liaison role.",CFC certification,NO MATCH,8,Community & Recreation Services,Non-managerial
38660,Spanish Teacher,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Teachers typically require licensure from the relevant authority (AHJ) to teach in schools.,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38664,Spanish Teacher,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Teachers typically require licensure from the relevant educational authority (AHJ) to teach.,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38677,Special Ed Teacher Communication Learning Center Program Middle School,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Licensure is a standard requirement for special education teachers by the relevant authority.,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38678,Special Ed Teacher Developmental Learning Center Program Middle School,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Licensure is a standard requirement for teaching positions, including special education roles.",Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38679,Special Ed Teacher Social Therapeutic Program Middle School,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Teachers, especially in special education, require licensure from the relevant authority (AHJ) to practice.",Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38692,Special Education Behavior Technician LTS,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Behavior technician roles often require licensure or certification as mandated by local authorities.,Licensure as required by Authority Having Jurisdiction (AHJ),POSSIBLE MATCH,7,Behavioral Health Specialists,Non-managerial
38736,Special Education Paraprofessional,First Aid certification,MATCH,"Working with students, especially in special education, often requires first aid skills for emergencies.",First Aid certification,,2,Education Professionals,Non-managerial
38748,Special Education Preschool Paraprofessional,First Aid certification,MATCH,"Working with young children, especially in special education, often requires First Aid certification for safety.",First Aid certification,,2,Education Professionals,Non-managerial
38769,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38770,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38770,Special Education Teacher,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Special Education Teachers require licensure from the relevant educational authority (AHJ).,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38771,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38773,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38773,Special Education Teacher,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Special Education Teachers require licensure from the relevant educational authority (AHJ).,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38775,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38776,Special Education Teacher,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Special Education Teachers require licensure from the relevant educational authority (AHJ).,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38777,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38777,Special Education Teacher,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Special Education Teachers require licensure from the relevant educational authority (AHJ).,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38778,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38779,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38780,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38781,Special Education Teacher,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38783,Special Education Teacher Assistant,CPR certification,MATCH,"CPR certification is often required or highly recommended for roles working directly with students, especially in special education.",CPR certification,,2,Education Professionals,Non-managerial
38785,Special Education Teacher Deaf Hard of Hearing DHH,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Special education teachers require licensure from the relevant authority (AHJ) to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38788,Special Education Teacher Elementary,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Teachers, especially in special education, require licensure from the relevant governing authority to practice.",Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38795,Special Education Teacher Grad,CPR certification,MATCH,"CPR is often required for educators, especially those working with students with special needs, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38803,Special Education Teacher High School Credit Recovery,CPR certification,MATCH,CPR certification is often required or highly recommended for teachers and school staff for student safety.,CPR certification,,2,Education Professionals,Non-managerial
38820,Special Education Teacher Moderate Disabilities,CPR certification,MATCH,"CPR certification is often required for school staff, especially those working with students with disabilities, for safety.",CPR certification,,2,Education Professionals,Non-managerial
38828,Special Education Teacher Preschool,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Special Education Teachers typically require licensure from the relevant authority having jurisdiction.,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38839,Special Education Teacher SPED,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Special Education Teachers require licensure from the relevant authority to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38849,Special Education Teacher Therapeutic Support,CPR certification,MATCH,"CPR certification is often required or highly recommended for teachers, especially those working with students with special needs.",CPR certification,,2,Education Professionals,Non-managerial
38850,Special Education Teacher Therapeutic Support Program,CPR certification,MATCH,"CPR certification is often required for teachers, especially in special education or therapeutic settings, to handle emergencies.",CPR certification,,2,Education Professionals,Non-managerial
38852,Special Education Teacher moderate disabilities History Teacher Therapeutic Support Program,CPR certification,MATCH,"CPR is relevant for teachers, especially in special education or therapeutic settings, for student safety.",CPR certification,,2,Education Professionals,Non-managerial
38859,Special Education Teachers Unlicensed Licensed,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Licensure is required for licensed special education teachers, as indicated in the job title.",Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
38904,Specialist EHS,Safety certification,MATCH,"EHS includes Safety, making a Safety certification highly relevant for this role.",Safety certification,,4,Construction and Facilities,Non-managerial
38905,Specialist Electrician,Journeyman Electrician License,MATCH,"A Journeyman Electrician License is a standard qualification for skilled electrician roles, including specialists.",Journeyman Electrician License,,0,Skilled Trades & Technicians,Non-managerial
38909,Specialist HVAC Technician,CFC certification,MATCH,CFC certification (like EPA 608) is required for handling refrigerants used in HVAC systems.,CFC certification,,0,Skilled Trades & Technicians,Non-managerial
38910,Specialist HVAC Technician,HVAC certification,MATCH,HVAC certification is directly relevant and often required for HVAC technician roles.,HVAC certification,,0,Skilled Trades & Technicians,Non-managerial
38911,Specialist HVAC Technician,CFC certification,MATCH,CFC certification (like EPA 608) is required for handling refrigerants used in HVAC systems.,CFC certification,,0,Skilled Trades & Technicians,Non-managerial
38924,Specialist Plumber,Journeyman license,MATCH,A Journeyman license is a standard requirement for skilled plumbing roles like a Specialist Plumber.,Journeyman license,,0,Skilled Trades & Technicians,Non-managerial
38925,Specialist Plumber,Plumbing certification,MATCH,"Plumbing certifications are standard and often required for plumbers, including specialists.",Plumbing certification,,0,Skilled Trades & Technicians,Non-managerial
